,year,month,day,humidity,sha_tin_min,sha_tin_max,happy_velley_min,happy_velley_max
479,2009,04,24,85-93,21.8,24.1,21.3,24.7
480,2009,04,25,86-98,19.3,24.1,19.9,24.8
481,2009,04,26,87-96,18.7,19.7,18.2,20.0
482,2009,04,27,56-88,19.4,24.6,19.0,23.7
483,2009,04,28,39-77,20.6,25.7,19.9,24.6
484,2009,04,29,57-77,19.4,25.2,19.4,24.2
485,2009,04,30,54-81,20.9,25.7,20.6,24.9
486,2009,05,01,54-82,21.0,26.2,20.7,25.8
487,2009,05,02,51-79,19.8,27.3,20.4,27.5
488,2009,05,03,48-90,18.6,29.7,19.2,28.9
489,2009,05,04,59-93,20.4,27.3,20.6,27.3
490,2009,05,05,49-84,21.0,27.2,21.7,26.7
491,2009,05,06,54-82,21.7,26.0,21.4,26.3
492,2009,05,07,32-82,20.3,28.3,20.8,27.3
493,2009,05,08,52-81,20.6,27.1,21.1,27.4
494,2009,05,09,60-85,22.7,27.8,22.5,28.4
495,2009,05,10,74-87,23.7,28.4,23.8,28.2
496,2009,05,11,64-89,24.6,29.3,24.4,29.3
497,2009,05,12,65-88,23.6,31.8,23.4,30.1
498,2009,05,13,67-91,23.7,32.6,23.5,30.1
499,2009,05,14,63-86,23.6,28.4,23.9,27.9
500,2009,05,15,64-87,23.9,28.9,23.3,29.4
501,2009,05,16,70-86,22.4,28.1,22.7,28.7
502,2009,05,17,65-89,24.2,32.5,24.4,31.0
503,2009,05,18,54-88,25.6,32.7,25.7,31.9
504,2009,05,19,61-84,26.9,32.3,26.1,30.2
505,2009,05,20,66-93,22.6,30.1,23.6,29.7
506,2009,05,21,73-94,24.4,30.8,25.4,31.3
507,2009,05,22,75-93,25.6,30.6,25.9,29.1
508,2009,05,23,87-96,24.5,27.7,24.7,27.7
509,2009,05,24,91-96,24.3,27.5,24.8,27.1
510,2009,05,25,90-96,25.0,27.5,24.6,26.0
511,2009,05,26,89-97,23.7,27.9,23.1,27.8
512,2009,05,27,81-96,23.5,29.4,23.7,29.1
513,2009,05,28,76-96,23.1,26.2,23.0,26.0
514,2009,05,29,73-94,20.4,24.3,20.0,24.2
515,2009,05,30,32-81,20.8,30.8,20.0,30.5
516,2009,05,31,59-74,22.1,30.5,22.1,29.6
517,2009,06,01,61-78,23.5,30.2,22.4,30.1
518,2009,06,02,69-83,23.6,30.1,23.8,28.8
519,2009,06,03,76-88,26.7,30.0,25.2,28.8
520,2009,06,04,56-96,24.8,32.3,25.2,31.7
521,2009,06,05,65-80,22.9,31.9,23.5,30.8
522,2009,06,06,59-88,24.0,33.4,23.9,32.2
523,2009,06,07,69-85,24.0,31.0,24.2,30.6
524,2009,06,08,68-95,25.3,30.5,25.6,30.8
525,2009,06,09,77-93,24.6,30.8,24.5,29.6
526,2009,06,10,74-90,25.1,32.1,25.0,31.0
527,2009,06,11,72-97,24.4,28.8,24.4,28.5
528,2009,06,12,70-91,24.3,30.8,24.4,29.7
529,2009,06,13,74-87,27.1,31.8,26.9,31.7
530,2009,06,14,78-98,24.6,30.0,25.1,30.7
531,2009,06,15,81-96,24.8,30.3,25.0,29.6
532,2009,06,16,82-96,25.2,29.7,25.6,30.6
533,2009,06,17,65-91,25.9,32.2,26.1,33.0
534,2009,06,18,66-87,25.2,33.2,25.8,31.6
535,2009,06,19,71-93,26.8,33.1,26.3,33.3
536,2009,06,20,61-85,26.6,34.4,27.0,32.9
537,2009,06,21,69-88,27.8,33.8,27.3,33.3
538,2009,06,22,78-88,28.1,31.2,27.1,29.8
539,2009,06,23,70-90,28.2,33.0,28.0,31.4
540,2009,06,24,68-95,25.5,32.8,26.3,31.3
541,2009,06,25,77-92,27.0,31.9,26.6,31.4
542,2009,06,26,78-94,26.5,31.8,26.1,30.8
543,2009,06,27,79-95,24.8,28.4,24.6,27.7
544,2009,06,28,84-95,24.1,29.9,24.5,29.1
545,2009,06,29,73-91,25.5,31.7,27.2,30.4
546,2009,06,30,64-82,28.0,32.4,27.9,31.0
547,2009,07,01,65-80,28.0,32.4,27.5,32.7
548,2009,07,02,68-81,28.1,32.6,27.4,31.4
549,2009,07,03,71-79,28.4,31.3,27.0,30.5
550,2009,07,04,77-95,25.1,29.4,24.4,28.9
551,2009,07,05,89-96,23.1,28.6,23.7,30.2
552,2009,07,06,73-96,23.8,31.8,23.1,31.9
553,2009,07,07,63-93,26.8,33.2,26.8,32.9
554,2009,07,08,63-87,26.1,33.6,26.5,32.9
555,2009,07,09,50-84,26.9,35.7,26.7,35.2
556,2009,07,10,60-86,27.2,36.4,27.1,36.5
557,2009,07,11,67-93,28.2,32.7,26.4,30.2
558,2009,07,12,69-85,28.3,32.6,28.0,32.4
559,2009,07,13,62-87,27.0,34.0,26.5,33.1
560,2009,07,14,66-86,27.8,32.7,27.5,32.4
561,2009,07,15,71-93,27.3,32.4,0.0,0.0
562,2009,07,16,72-91,28.1,32.4,0.0,0.0
563,2009,07,17,54-90,27.9,34.2,27.2,34.0
564,2009,07,18,63-92,26.6,36.2,26.1,36.7
565,2009,07,19,77-97,24.6,29.6,24.4,28.8
566,2009,07,20,77-96,25.8,31.5,25.7,31.5
567,2009,07,21,72-90,27.5,32.7,27.0,32.2
568,2009,07,22,68-87,26.6,31.8,25.9,31.5
569,2009,07,23,72-94,26.7,32.8,26.2,32.4
570,2009,07,24,72-90,28.3,31.7,27.6,31.3
571,2009,07,25,70-90,28.6,33.0,28.2,31.4
572,2009,07,26,72-95,27.3,33.7,26.8,31.5
573,2009,07,27,76-97,26.4,31.8,25.4,30.4
574,2009,07,28,75-96,27.0,32.9,26.7,31.5
575,2009,07,29,66-90,27.3,32.6,27.8,33.1
576,2009,07,30,79-96,27.6,31.7,28.2,31.3
577,2009,07,31,73-95,27.6,32.2,27.3,32.2
578,2009,08,01,53-87,26.5,35.2,25.9,33.9
579,2009,08,02,66-88,28.0,36.1,27.8,36.2
580,2009,08,03,62-94,27.5,35.4,27.2,35.0
581,2009,08,04,83-95,27.1,30.5,26.8,29.9
582,2009,08,05,83-95,26.3,30.1,26.3,29.4
583,2009,08,06,74-94,27.2,31.5,27.5,31.9
584,2009,08,07,62-90,26.3,34.4,25.6,34.5
585,2009,08,08,57-88,28.8,34.6,28.4,35.5
586,2009,08,09,66-85,29.2,34.6,28.8,34.5
587,2009,08,10,74-95,28.2,34.9,27.9,34.1
588,2009,08,11,85-97,26.5,30.6,25.7,30.8
589,2009,08,12,83-93,26.6,29.0,25.8,28.4
590,2009,08,13,80-97,25.6,28.5,24.7,27.5
591,2009,08,14,79-98,25.6,32.0,25.1,30.3
592,2009,08,15,67-90,26.5,34.0,26.4,33.1
593,2009,08,16,64-87,27.3,32.6,27.5,33.0
594,2009,08,17,69-85,26.4,32.3,26.6,31.5
595,2009,08,18,76-90,26.5,32.7,26.1,31.6
596,2009,08,19,73-89,26.5,32.6,26.3,32.6
597,2009,08,20,60-85,25.9,33.2,26.5,33.4
598,2009,08,21,52-84,26.9,33.9,26.9,34.2
599,2009,08,22,61-83,26.7,34.7,27.0,33.8
600,2009,08,23,60-84,27.1,35.6,27.8,35.1
601,2009,08,24,61-80,27.5,34.4,27.6,34.3
602,2009,08,25,69-83,28.6,32.7,28.2,32.1
603,2009,08,26,67-86,26.9,33.5,27.6,33.3
604,2009,08,27,70-84,27.1,33.5,27.2,32.9
605,2009,08,28,52-84,26.5,35.8,26.9,35.5
606,2009,08,29,70-83,28.0,34.7,28.6,34.1
607,2009,08,30,63-94,28.0,34.1,27.9,34.7
608,2009,08,31,60-83,25.8,34.0,27.2,33.9
609,2009,09,01,61-82,26.6,32.9,27.9,32.8
610,2009,09,02,58-80,27.2,33.4,27.4,33.2
611,2009,09,03,55-80,27.8,33.3,27.6,34.2
612,2009,09,04,64-84,28.1,35.1,26.9,34.2
613,2009,09,05,56-80,28.1,33.7,28.1,33.6
614,2009,09,06,55-81,27.2,34.0,27.2,33.5
615,2009,09,07,58-81,27.3,34.0,27.7,34.3
616,2009,09,08,56-82,25.3,34.4,25.8,34.2
617,2009,09,09,64-96,26.0,32.7,25.6,32.7
618,2009,09,10,62-84,28.7,32.1,26.8,30.9
619,2009,09,11,74-94,27.7,30.3,25.9,28.7
620,2009,09,12,74-94,27.6,32.7,26.1,32.1
621,2009,09,13,67-94,26.1,35.7,25.6,35.9
622,2009,09,14,71-96,25.7,30.8,25.3,30.6
623,2009,09,15,73-97,24.6,30.4,24.6,29.2
624,2009,09,16,83-94,26.7,29.9,26.0,29.5
625,2009,09,17,69-89,26.3,32.8,26.1,32.2
626,2009,09,18,62-88,26.0,34.8,25.9,34.2
627,2009,09,19,62-88,27.2,35.4,27.2,35.7
628,2009,09,20,61-86,28.0,32.7,27.5,33.4
629,2009,09,21,68-92,25.6,34.1,27.0,32.7
630,2009,09,22,67-86,26.5,30.9,25.8,31.5
631,2009,09,23,60-77,25.6,32.4,24.6,32.3
632,2009,09,24,64-86,28.8,32.1,26.9,31.9
633,2009,09,25,63-80,27.0,32.5,27.7,32.2
634,2009,09,26,59-85,26.7,34.3,26.1,34.0
635,2009,09,27,62-82,27.0,32.5,27.6,32.4
636,2009,09,28,70-96,24.6,29.8,23.8,29.3
637,2009,09,29,84-96,24.4,26.7,24.2,26.4
638,2009,09,30,83-98,25.2,28.6,24.2,28.0
639,2009,10,01,67-94,25.1,31.9,23.9,32.0
640,2009,10,02,62-82,24.6,32.1,23.8,32.6
641,2009,10,03,55-83,25.4,32.1,25.5,31.7
642,2009,10,04,45-81,23.4,32.3,23.7,32.9
643,2009,10,05,43-56,24.4,31.9,25.5,33.3
644,2009,10,06,48-70,26.5,32.1,26.5,32.6
645,2009,10,07,49-94,25.5,31.8,24.3,31.3
646,2009,10,08,62-83,23.4,30.3,23.0,29.0
647,2009,10,09,52-78,21.8,30.7,21.6,29.6
648,2009,10,10,52-78,22.8,30.6,0.0,0.0
649,2009,10,11,69-94,24.5,29.6,23.7,28.8
650,2009,10,12,77-92,24.7,28.7,23.0,27.1
651,2009,10,13,68-83,25.6,30.1,25.2,29.1
652,2009,10,14,82-96,24.9,28.7,24.5,26.5
653,2009,10,15,69-85,23.6,29.5,23.5,29.3
654,2009,10,16,72-84,24.3,29.4,24.6,29.0
655,2009,10,17,58-85,23.0,31.4,23.5,31.5
656,2009,10,18,55-81,24.3,29.2,24.2,28.2
657,2009,10,19,73-95,25.1,27.9,24.9,27.2
658,2009,10,20,75-92,22.9,26.2,22.5,25.7
659,2009,10,21,73-81,24.4,27.4,24.0,26.4
660,2009,10,22,61-84,22.3,30.2,22.6,28.7
661,2009,10,23,52-82,22.1,31.0,21.6,29.9
662,2009,10,24,59-82,22.2,30.4,23.0,28.8
663,2009,10,25,70-84,22.2,29.3,22.5,28.2
664,2009,10,26,65-86,22.4,29.4,22.3,28.2
665,2009,10,27,64-77,23.5,27.5,23.2,26.7
666,2009,10,28,54-81,22.5,28.6,21.8,28.1
667,2009,10,29,55-82,21.9,29.2,22.0,28.4
668,2009,10,30,64-85,21.6,28.6,20.7,27.9
669,2009,10,31,54-81,23.0,30.6,22.8,30.5
670,2009,11,01,49-82,23.1,31.8,23.9,32.1
671,2009,11,02,28-64,19.5,27.6,19.5,27.9
672,2009,11,03,41-54,15.7,20.9,15.7,21.1
673,2009,11,04,42-70,14.3,25.7,15.4,25.6
674,2009,11,05,49-83,18.4,28.2,20.5,28.3
675,2009,11,06,67-87,20.6,27.9,21.3,27.6
676,2009,11,07,73-88,23.6,27.8,23.2,27.4
677,2009,11,08,80-89,24.6,27.3,23.9,27.7
678,2009,11,09,80-91,24.0,29.4,23.5,28.9
679,2009,11,10,64-86,23.2,31.1,23.0,29.6
680,2009,11,11,67-87,23.1,29.0,23.2,29.0
681,2009,11,12,73-92,21.9,27.9,23.0,27.2
682,2009,11,13,62-92,14.4,21.9,16.3,23.0
683,2009,11,14,69-78,13.5,17.3,15.6,18.9
684,2009,11,15,76-97,17.1,20.5,18.1,21.4
685,2009,11,16,76-98,11.9,20.2,12.7,20.8
686,2009,11,17,61-84,9.3,12.3,10.4,13.5
687,2009,11,18,64-77,8.1,14.2,9.4,16.9
688,2009,11,19,54-79,10.2,19.3,11.9,19.9
689,2009,11,20,53-69,12.0,18.2,13.4,19.7
690,2009,11,21,55-64,11.2,18.5,12.3,18.4
691,2009,11,22,47-65,12.1,20.2,13.3,20.7
692,2009,11,23,57-85,12.2,23.3,12.8,24.1
693,2009,11,24,61-89,15.1,26.2,16.4,25.6
694,2009,11,25,67-90,16.2,25.5,16.9,25.2
695,2009,11,26,74-87,18.9,23.9,20.3,22.9
696,2009,11,27,64-87,19.2,27.1,19.4,26.8
697,2009,11,28,62-88,19.4,24.1,19.1,23.8
698,2009,11,29,58-86,18.9,24.5,18.8,24.4
699,2009,11,30,61-80,15.7,23.4,16.0,23.2
700,2009,12,01,63-80,14.1,23.0,14.8,23.0
701,2009,12,02,61-82,17.2,23.0,17.5,23.0
702,2009,12,03,52-66,14.7,20.5,15.1,21.2
703,2009,12,04,60-76,12.9,20.7,13.9,19.9
704,2009,12,05,41-71,13.4,20.9,13.4,20.4
705,2009,12,06,62-79,15.2,21.4,16.0,20.4
706,2009,12,07,74-94,17.0,19.5,16.4,18.9
707,2009,12,08,88-97,17.9,19.1,17.9,19.8
708,2009,12,09,87-96,18.1,20.0,18.4,20.4
709,2009,12,10,71-92,18.6,25.2,16.5,25.5
710,2009,12,11,74-90,18.1,24.7,17.7,24.7
711,2009,12,12,81-88,20.3,21.2,19.5,21.1
712,2009,12,13,71-90,18.5,26.3,18.2,24.6
713,2009,12,14,76-95,18.6,21.1,17.6,21.1
714,2009,12,15,83-97,15.5,20.2,16.2,20.2
715,2009,12,16,76-91,12.2,15.9,12.9,16.3
716,2009,12,17,66-83,10.0,13.5,11.3,14.4
717,2009,12,18,70-87,10.5,12.7,11.2,14.1
718,2009,12,19,58-72,11.4,15.4,11.6,15.1
719,2009,12,20,36-65,11.2,17.8,10.4,17.8
720,2009,12,21,47-65,12.5,17.8,12.4,17.3
721,2009,12,22,66-79,12.9,20.0,13.6,18.9
722,2009,12,23,62-88,15.3,21.6,15.4,21.4
723,2009,12,24,72-92,16.1,25.7,15.5,25.3
724,2009,12,25,64-93,15.6,24.8,15.3,24.4
725,2009,12,26,73-81,16.6,19.7,16.0,19.4
726,2009,12,27,80-94,9.9,18.3,10.4,17.9
727,2009,12,28,75-94,9.0,13.4,8.9,13.9
728,2009,12,29,85-96,12.8,18.0,13.1,17.5
729,2009,12,30,87-97,16.1,17.9,16.5,17.9
730,2009,12,31,72-93,14.7,17.8,15.0,17.2
731,2010,01,01,66-81,15.3,19.4,14.6,18.6
732,2010,01,02,83-96,16.0,19.8,16.0,21.3
733,2010,01,03,80-97,15.9,18.7,15.7,18.4
734,2010,01,04,71-88,15.2,22.5,15.0,22.1
735,2010,01,05,76-94,16.1,18.7,15.7,18.6
736,2010,01,06,81-96,12.4,17.1,14.2,16.7
737,2010,01,07,78-90,11.2,13.4,12.5,14.2
738,2010,01,08,70-93,10.2,15.1,11.5,15.9
739,2010,01,09,65-86,12.6,18.5,12.8,19.1
740,2010,01,10,74-85,16.0,20.0,15.5,19.8
741,2010,01,11,77-97,12.2,18.7,12.1,18.4
742,2010,01,12,55-76,9.4,15.4,9.7,16.6
743,2010,01,13,38-65,8.9,16.7,8.3,16.4
744,2010,01,14,51-78,9.6,17.2,10.1,16.9
745,2010,01,15,47-82,12.6,20.9,13.3,19.5
746,2010,01,16,52-82,12.6,22.0,13.3,21.1
747,2010,01,17,64-85,12.4,21.2,13.8,20.6
748,2010,01,18,64-86,14.7,21.4,13.8,20.6
749,2010,01,19,75-85,15.7,20.4,15.5,20.4
750,2010,01,20,77-88,19.5,23.9,19.0,23.3
751,2010,01,21,82-91,20.6,25.1,21.0,24.9
752,2010,01,22,78-93,15.2,21.9,15.7,21.8
753,2010,01,23,82-90,13.1,15.3,14.1,15.8
754,2010,01,24,82-86,12.4,17.7,13.7,17.1
755,2010,01,25,68-88,15.7,21.5,15.9,21.9
756,2010,01,26,74-82,14.5,16.9,14.4,17.2
757,2010,01,27,76-94,15.6,18.8,14.9,19.1
758,2010,01,28,84-96,17.2,22.5,17.3,23.6
759,2010,01,29,83-95,17.6,19.3,16.8,18.8
760,2010,01,30,79-89,17.6,21.8,16.9,22.7
761,2010,01,31,72-90,18.3,27.4,18.1,26.1
762,2010,02,01,73-93,18.0,26.4,17.7,25.5
763,2010,02,02,86-91,18.0,19.6,17.3,19.5
764,2010,02,03,85-92,16.8,20.4,16.5,20.0
765,2010,02,04,86-96,16.6,18.9,15.9,18.3
766,2010,02,05,85-93,17.0,18.8,16.2,18.2
767,2010,02,06,87-95,17.4,19.1,16.7,18.3
768,2010,02,07,90-99,17.0,19.0,16.3,18.0
769,2010,02,08,94-99,17.9,20.3,17.0,22.0
770,2010,02,09,86-99,19.6,25.1,21.4,24.8
771,2010,02,10,80-89,23.8,26.8,22.6,24.7
772,2010,02,11,73-87,24.2,27.7,23.0,26.0
773,2010,02,12,73-90,9.9,25.0,11.9,24.3
774,2010,02,13,81-97,9.4,14.7,11.1,14.9
775,2010,02,14,95-99,13.5,16.5,14.4,16.7
776,2010,02,15,88-97,9.3,14.0,10.8,15.4
777,2010,02,16,80-94,7.6,9.8,8.6,11.4
778,2010,02,17,74-95,7.8,9.9,8.6,10.6
779,2010,02,18,77-92,7.4,10.4,7.9,10.6
780,2010,02,19,79-97,7.1,11.1,7.3,11.3
781,2010,02,20,71-85,10.3,16.4,10.9,16.2
782,2010,02,21,70-88,13.9,19.2,13.9,19.2
783,2010,02,22,83-93,17.3,19.6,17.0,20.5
784,2010,02,23,74-92,17.3,25.8,16.7,25.1
785,2010,02,24,77-96,20.8,24.9,20.8,23.5
786,2010,02,25,80-94,22.9,26.9,22.5,25.1
787,2010,02,26,80-97,22.1,27.5,23.2,25.6
788,2010,02,27,76-96,21.7,28.6,23.6,26.8
789,2010,02,28,83-96,21.7,26.9,22.8,27.2
790,2010,03,01,89-97,21.6,23.5,22.0,24.6
791,2010,03,02,80-94,21.7,28.1,23.6,26.3
792,2010,03,03,80-95,24.3,27.7,23.9,27.3
793,2010,03,04,81-95,23.6,27.5,24.1,26.0
794,2010,03,05,75-89,24.8,28.1,24.2,27.0
795,2010,03,06,78-90,24.8,27.6,24.5,25.8
796,2010,03,07,86-96,14.9,25.8,16.1,24.9
797,2010,03,08,91-98,11.3,17.5,13.1,17.9
798,2010,03,09,55-92,9.3,12.8,9.0,13.2
799,2010,03,10,36-61,8.3,15.9,8.1,16.0
800,2010,03,11,51-80,8.2,19.9,9.1,20.3
801,2010,03,12,77-95,14.3,17.8,14.6,18.4
802,2010,03,13,90-96,17.2,21.6,17.2,23.0
803,2010,03,14,90-100,19.7,23.3,19.3,26.4
804,2010,03,15,75-100,20.9,28.9,20.9,28.0
805,2010,03,16,76-98,17.7,21.9,17.1,21.1
806,2010,03,17,69-84,17.2,21.6,16.9,21.5
807,2010,03,18,68-87,18.3,25.9,17.6,25.5
808,2010,03,19,47-92,16.9,25.9,16.8,26.0
809,2010,03,20,68-92,17.8,26.4,17.9,25.6
810,2010,03,21,62-89,17.9,28.4,17.3,28.5
811,2010,03,22,65-87,19.1,25.8,18.8,27.1
812,2010,03,23,78-94,20.8,26.9,20.4,26.6
813,2010,03,24,70-96,21.4,28.5,21.2,27.7
814,2010,03,25,53-96,14.5,23.7,15.3,21.8
815,2010,03,26,42-68,15.7,20.4,15.0,19.6
816,2010,03,27,58-73,16.5,20.9,16.2,20.7
817,2010,03,28,46-81,14.5,24.8,0.0,0.0
818,2010,03,29,51-80,17.7,20.5,16.8,19.8
819,2010,03,30,76-87,18.1,21.0,17.4,20.1
820,2010,03,31,75-93,20.6,23.6,20.0,26.1
821,2010,04,01,77-95,21.0,27.4,21.4,27.7
822,2010,04,02,82-98,17.8,25.8,17.6,26.4
823,2010,04,03,83-92,17.2,18.5,16.9,18.1
824,2010,04,04,88-96,17.7,20.8,0.0,0.0
825,2010,04,05,91-97,20.0,22.6,0.0,0.0
826,2010,04,06,84-98,21.5,26.7,21.8,26.8
827,2010,04,07,80-96,18.1,22.8,17.4,22.8
828,2010,04,08,73-98,15.1,18.3,15.0,18.3
829,2010,04,09,82-93,17.8,21.7,17.4,21.4
830,2010,04,10,92-97,19.1,21.7,18.7,21.5
831,2010,04,11,83-99,20.5,27.5,0.0,0.0
832,2010,04,12,79-94,23.2,29.7,0.0,0.0
833,2010,04,13,77-98,19.2,29.6,18.8,28.9
834,2010,04,14,86-95,17.9,19.8,17.6,19.4
835,2010,04,15,87-98,12.6,19.9,13.4,19.3
836,2010,04,16,80-90,13.4,18.8,14.5,18.4
837,2010,04,17,75-96,17.6,21.0,16.1,19.8
838,2010,04,18,88-98,18.5,21.7,17.8,20.9
839,2010,04,19,78-96,21.1,26.7,20.0,26.9
840,2010,04,20,87-99,22.0,26.1,21.8,26.8
841,2010,04,21,78-97,25.1,29.3,25.0,27.5
842,2010,04,22,77-95,20.6,29.1,21.5,27.4
843,2010,04,23,59-78,18.7,24.4,19.1,26.1
844,2010,04,24,45-81,19.5,24.3,19.0,23.1
845,2010,04,25,60-83,19.1,21.9,18.9,22.5
846,2010,04,26,72-87,20.0,24.7,20.1,26.3
847,2010,04,27,66-87,19.4,25.3,19.5,24.9
848,2010,04,28,70-89,21.1,25.8,20.7,27.3
849,2010,04,29,80-99,18.7,25.9,18.1,25.7
850,2010,04,30,66-97,18.5,26.7,18.1,27.3
851,2010,05,01,67-90,19.9,27.9,20.2,28.4
852,2010,05,02,63-90,21.4,29.6,20.8,28.4
853,2010,05,03,65-93,20.8,27.3,19.8,27.8
854,2010,05,04,80-92,23.0,25.7,22.9,26.5
855,2010,05,05,78-94,23.9,29.2,23.8,28.1
856,2010,05,06,80-93,26.2,30.3,25.2,27.3
857,2010,05,07,79-97,23.1,30.1,22.6,29.6
858,2010,05,08,86-95,24.8,29.3,25.0,29.3
859,2010,05,09,71-95,24.6,31.2,25.2,29.4
860,2010,05,10,86-98,23.1,27.5,22.4,28.5
861,2010,05,11,81-96,22.8,27.5,22.7,28.1
862,2010,05,12,78-93,23.4,25.9,23.1,26.3
863,2010,05,13,82-96,22.8,26.7,22.6,26.3
864,2010,05,14,90-96,24.0,27.7,23.6,28.2
865,2010,05,15,85-99,23.2,26.7,22.9,28.7
866,2010,05,16,81-97,23.2,28.7,22.5,28.4
867,2010,05,17,82-95,24.6,27.3,23.9,27.2
868,2010,05,18,76-96,24.8,30.8,24.7,30.0
869,2010,05,19,76-98,22.5,31.1,22.4,29.3
870,2010,05,20,69-99,22.6,30.9,22.1,29.9
871,2010,05,21,77-90,26.8,32.0,27.1,30.2
872,2010,05,22,79-88,27.5,30.0,27.6,29.1
873,2010,05,23,68-93,22.9,28.7,23.6,28.4
874,2010,05,24,44-84,20.4,30.0,20.2,30.4
875,2010,05,25,59-88,22.2,30.1,22.7,30.3
876,2010,05,26,67-83,24.1,29.1,23.5,29.9
877,2010,05,27,81-93,25.3,29.6,24.5,28.3
878,2010,05,28,75-90,25.2,30.4,24.6,30.3
879,2010,05,29,77-98,25.1,30.8,25.2,30.5
880,2010,05,30,80-95,25.3,29.0,25.2,29.9
881,2010,05,31,80-95,24.5,25.9,24.1,26.1
882,2010,06,01,70-96,22.8,27.0,21.9,26.6
883,2010,06,02,70-87,25.2,30.5,25.9,32.1
884,2010,06,03,75-98,20.4,28.1,20.8,28.5
885,2010,06,04,75-94,23.0,29.4,22.5,28.4
886,2010,06,05,71-98,23.5,28.6,22.8,29.8
887,2010,06,06,68-89,23.8,28.3,23.1,29.9
888,2010,06,07,67-89,23.2,28.7,22.8,30.1
889,2010,06,08,74-93,24.0,28.4,24.1,28.7
890,2010,06,09,83-98,25.3,28.9,0.0,0.0
891,2010,06,10,93-99,25.1,27.2,25.0,27.9
892,2010,06,11,74-96,25.4,31.8,25.2,31.3
893,2010,06,12,70-91,26.4,32.0,26.4,32.4
894,2010,06,13,81-98,26.9,31.3,26.8,29.7
895,2010,06,14,76-91,28.0,31.3,28.2,30.7
896,2010,06,15,81-87,28.6,30.0,28.7,29.7
897,2010,06,16,80-91,28.1,30.6,28.2,30.0
898,2010,06,17,72-84,28.9,32.0,28.7,30.8
899,2010,06,18,71-83,29.0,32.4,28.6,31.2
900,2010,06,19,71-82,28.6,32.8,28.5,32.8
901,2010,06,20,75-90,28.7,32.2,28.8,31.7
902,2010,06,21,69-87,27.8,33.0,28.6,32.1
903,2010,06,22,68-86,27.3,32.9,28.3,32.5
904,2010,06,23,75-99,24.0,31.3,25.4,30.6
905,2010,06,24,77-91,26.6,31.5,25.4,30.6
906,2010,06,25,77-87,28.2,30.6,28.0,30.3
907,2010,06,26,84-97,25.4,28.2,0.0,0.0
908,2010,06,27,88-99,25.1,27.0,24.5,26.9
909,2010,06,28,88-99,24.8,28.5,24.6,29.2
910,2010,06,29,80-97,24.6,32.0,24.4,33.0
911,2010,06,30,71-95,25.9,32.2,26.3,33.6
912,2010,07,01,59-90,25.7,33.8,26.9,34.6
913,2010,07,02,55-90,27.5,33.9,28.7,35.0
914,2010,07,03,65-87,28.8,33.7,29.0,34.2
915,2010,07,04,68-87,29.2,33.4,29.3,33.8
916,2010,07,05,68-87,28.9,34.1,29.0,33.0
917,2010,07,06,71-85,29.0,32.9,29.3,34.5
918,2010,07,07,66-87,29.2,33.4,29.4,33.7
919,2010,07,08,65-89,29.2,34.2,28.2,33.3
920,2010,07,09,68-85,29.2,32.6,29.1,32.3
921,2010,07,10,60-86,28.4,33.5,27.5,33.7
922,2010,07,11,62-89,25.2,33.3,27.6,33.1
923,2010,07,12,64-85,28.2,34.0,28.9,32.8
924,2010,07,13,69-85,27.7,33.2,27.5,32.8
925,2010,07,14,64-88,28.4,33.8,28.4,34.7
926,2010,07,15,74-97,27.0,32.4,26.5,32.2
927,2010,07,16,72-97,25.4,31.9,25.6,32.0
928,2010,07,17,73-99,24.3,32.0,24.4,32.9
929,2010,07,18,68-98,24.5,33.4,0.0,0.0
930,2010,07,19,57-92,26.2,33.5,0.0,0.0
931,2010,07,20,69-89,26.2,33.8,26.8,34.2
932,2010,07,21,79-99,25.1,31.8,25.3,31.1
933,2010,07,22,84-99,24.5,30.3,24.9,30.2
934,2010,07,23,81-99,25.5,30.5,26.1,31.2
935,2010,07,24,73-96,26.8,32.1,26.4,33.1
936,2010,07,25,67-91,26.6,32.8,26.4,34.8
937,2010,07,26,73-86,26.7,32.8,27.6,33.6
938,2010,07,27,74-93,26.2,31.1,25.9,31.8
939,2010,07,28,84-98,24.7,28.9,24.0,29.9
940,2010,07,29,72-98,23.5,31.9,25.4,33.1
941,2010,07,30,64-91,27.1,33.1,28.1,32.9
942,2010,07,31,62-90,28.8,33.8,28.4,33.2
943,2010,08,01,68-86,28.1,33.8,28.9,34.1
944,2010,08,02,64-90,27.2,33.2,27.2,32.8
945,2010,08,03,63-87,26.2,34.2,27.1,33.5
946,2010,08,04,57-86,26.7,35.9,27.5,36.6
947,2010,08,05,63-95,23.4,34.5,24.3,36.2
948,2010,08,06,69-91,25.0,32.0,24.7,33.2
949,2010,08,07,69-96,26.6,32.9,26.3,32.9
950,2010,08,08,69-99,28.3,32.3,26.3,33.6
951,2010,08,09,71-93,28.2,32.9,28.5,34.0
952,2010,08,10,65-86,27.2,32.9,27.3,33.6
953,2010,08,11,81-98,25.3,31.2,27.8,32.2
954,2010,08,12,60-95,26.8,33.3,27.0,33.1
955,2010,08,13,65-88,26.8,33.4,27.8,33.6
956,2010,08,14,69-92,27.7,32.4,28.3,33.4
957,2010,08,15,73-91,26.9,30.9,26.5,32.1
958,2010,08,16,72-93,25.2,31.2,25.4,31.7
959,2010,08,17,68-95,24.9,32.0,25.2,33.5
